text,aspect_term,polarity
I was loving this Netbook because it had an amazing screen and display and was small and light[comma] but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.,browsers,neutral
All for such a great price.,price,positive
The apple systems are over priced luxurys that arn't worth what they are being charged for[comma] this model's specifications are far from being impressive and they only thing you get out of this is the apple name.,specifications,negative
There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,windows,negative
Once I removed all the software the laptop loads in 15-20 seconds.,software,negative
It was slow[comma] locked up[comma] and also had hardware replaced after only 2 months!,hardware,negative
What I'd like is for the laptop to run well without having to purchase additional memory.,run,neutral
Also[comma] HDD secures inside using rails[comma] and there is only one set on the main hard drive.,rails,neutral
But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard[comma] mouse[comma] and monitor to take it with me when I take photos and video.,external keyboard,neutral
One drawback I noticed was sound quality via USB.,sound quality via USB,negative
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,PROCESSING,positive
Three weeks after I bought the netbook[comma] the screen quit working.,screen,negative
I love windows 7 but i can't give Toshiba any credit for that[comma] unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.,ergonomics,negative
We paid for the three year warranty and the extended warranty after that one ended as well.,three year warranty,neutral
Screen is awesome[comma] battery life is good.,battery life,positive
Ever since I bought this laptop[comma] so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.,customer services,negative
_One night I turned the freaking thing off after using it[comma] the next day I turn it on[comma] no GUI[comma] screen all dark[comma] power light steady[comma] hard drive light steady and not flashing as it usually does.,power light,neutral
Runs fast and the regular layout keyboard is so much better.,regular layout keyboard,positive
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,OS X,neutral
The screen takes some getting use to[comma] because it is smaller than the laptop.,screen,negative
WIth the upgraded memory[comma] the MacBook Pro never has an issue running many many applications at once!,applications,neutral
Even though it is running Snow Leopard[comma] 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.,Snow Leopard,positive
Reason why? It's because when you buy it[comma] you know first thing that you will not lose any value for that laptop[comma] the price will stay the same for the next year[comma] and even if Apple does decides to change mode[comma] your laptop value will only drop 10-20%[comma] unlike PC laptops which drop more than 80%.,value,positive
The keyboard has a wonderful nature feel.,keyboard,positive
It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.,software,negative
Hmmm - that high failure rate sure isn't reflected in the retail price.,retail price,negative
I wish the volume could be louder and the mouse didnt break after only a month.,mouse,negative
_ The battery never held a charge longer than one hour and within two months[comma] stopped holding a charge for more than ten minutes.,battery,negative
Speakers doesn't sound that great.,Speakers,negative
The only problems are the sound isnt very loud I have to wear headphones.,sound,negative
the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic[comma] not to mention the laptop was designed for right handed person.,headphone,negative
The port is secured to motherboard so when this  happens you can't see the plug at all[comma] it's just gone.,motherboard,neutral
_ even though I had the receipt in front of me proving it still had 2 months left on the warranty.,warranty,negative
The touchpad is extremely sensitive[comma] which is the only drawback.,touchpad,negative
I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations.,performance,negative
Good price.,price,positive
You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,virus program,negative
